text,labels
@realDonaldTrump Has she gone looking for any remaining fragments of her soul? #Trump #TrumpIsATraitor,1
#ShameOnICC @ECB_cricket hahaha I pity on your country where called as national sport of the country for we Indians cricket is not just a sports lts a other religion. https://t.co/yLRpNKoASZ,0
@CNNnews18 @MamataOfficial But what happened to the attackers? Have they been arrested for attempt of murder or not?  #DoctorsFightBack,1
"How can such a practiced liar as #BorisJohnson be scared of making a mistake in the TV debate and how on earth is he going to cope with the EU, will he just refuse to engage? #BorisJohnsonShouldNotBePM  #deathofthetories #borisisajoke #runningscared",0
"@AMISHDEVGAN Where were the IMA &amp; other associations when doctors were being hounded for a year after #BRDOxygenTragedy without any fault of their own? Doctors need to stand up with each other, no matter who the assaulter is and who is in power  #DoctorsFightBack #DoctorsProtest",1
@teluguinnews #DoctorsFightBack  #DoctorsProtest #India  Junior doctors in #Telangana hold protests in support of West Bengal doctors - India Today https://t.co/a3wklhw7J9 #WestBengal,1
#TrumpIsATraitor #ITMFA   Trump Now Says He Would ‘Absolutely’ Report Foreign Help https://t.co/EGUCKeEs7J,1
@Brasilmagic @GOPChairwoman @realDonaldTrump Since he all but admitted that he would take the info which requires payment implying that he obviously did since he’s been doing Russia favors and making those payments through his entire presidency. #RussianAsset #TrumpIsATraitor #TrumpIsADisgrace #PornQueenFLOTUS #pornhub,0
#TraitorTrump Admits He Would Commit A Felony To Win The 2020 Election #TrumpIsATraitor #VoteBlue2020  https://t.co/cQajNLGVTM,0
@RepChrisStewart   Hey TRAITOR—  Take info from an Enemy of the United States?  You are learning Comrade Stewart! Soon you will be welcomed back to Mother Russia as a hero!  #DOUCHEBAG,1
#ShameOnICC @ICC : You have TWO Options -   - Want to screw up the World Cup : Contact Rahul Gandhi (He is in London right now) ;   - Want to run the World Cup Smoothly Going forward : Immediately Contact Amit Shah ;,0
"@realDonaldTrump IMPEACH *cough, cough, cough, cough, cough* TRUMP *cough, cough, cough, cough, cough* NOW!    *cough, cough, cough, COUGH, COUGH, COUGH, C.O.U.G.H, C.O.U.G.H*    #ImpeachTrumpNow   #TrumpIsATraitor  #TrumpIsANationalSecurityThreat",0
"MARD spokesperson Deepak Munde, 27, said the government needs to spend more on healthcare    https://t.co/9rySVcFEKS    #MumbaiNews #DoctorsProtest #Savethedoctors #DoctorsFightBack",1
Enact the FIRE Act to Require Political Campaigns Disclose Foreign Contacts: https://t.co/8cnZf9tAI3 #TrumpIsATraitor #ForeignInterference,1
Updated points table for #ICCWorldCup2019   #INDvPAK   #PointsTable    #ShameOnICC https://t.co/3GPlWBTQvg,1
"An Indian Lieutenant Colonel showing support to Indian Army is never the wrong thing, and i believe good things should always be continued. #DhoniKeepsTheGlove",1
Evening Retweet Party!! 🥳🥳🥳     For @CajunBlueAZ1 come on #resisters let’s show her some love 💙❤️💙❤️  #ResistTogether   #fucktrump  #DumpTrump2020   #Unite2020   #VoteBlueNoMatterWho     It's simple     Just follow all who :    Like :    Retweets :    Comment :,1
Name calling works!!!  #DotardDonald #LiarTrump #DerangedDonald #BullyTrump #DesperateDonald #IdiotTrump but you’ve got to tell the truth or it doesn’t. @SpeakerPelosi isn’t nervous. You are. It’s called #Projection and Donny? It’s okay. You’re right to be nervous. #FuckTrump https://t.co/Wp9oKbYFAh,1
"@gtconway3d @KellyannePolls @realDonaldTrump Hey George; your wife is a lawyer right? Isn’t she risking disbarment by violating the Hatch Act? If she stepped down, would you turn her back to the good side of the force? Will she be the one to take Trump down?🤔🙏 #TrumpIsATraitor",1
Junior doctors refuse to meet Chief Minister #MamataBanerjee at her office in Nabanno and have instead asked her to meet them at NRS Medical College and Hospital as they feel insecure and apprehensive about meeting her behind closed doors #DoctorsFightBack  https://t.co/vITYxnDNbl,1
Layleen Polanco is the 10th trans woman found dead in U.S. this year #Resist #ResistTrump #FuckTrump https://t.co/8RrE6cZNkm,0
@ICC  what can possibly go wrong with someone wearing a glove with a logo which means nothing to you but everything to the player what would have happened if he had a tattoo of the same .. what u would  have done .. enjoy the game and stop being kejriwal😂  #DhoniKeepsTheGlove,0
"Seen in The Deccan Chronicle (Bangalore, Karnataka, India) today. Looks like @RoryStewartUK made a good impression internationally in the @Channel4News debate. #Brexit #conservativeleadership #BorisJohnsonShouldNotBePM https://t.co/q1L9yCjvg5",1
#GandiNaaliAbuse Crazy politics of Cong has vanished its element of cultural ethics .,1
@_jackdasilva I’ll get a restraining order on him and it wouldn’t work #Murderer https://t.co/4qVkefcyzQ,0
@The_OJSimpson32  JUICE IS STILL ON THE LOOSE #MURDERER https://t.co/yU9tvyYjNw,1
The dictatorial and #IGNORANT nature nature of this #POTUS45 #trump is a #discrace !  #TrumpCrimeSyndicate  #TrumpIsATraitor  Trump Ordered Dramatic Cuts To Expert Science Panels https://t.co/UnNQ6YqU3f via @dvergano,1
#ShameOnICC Misbah doing pushups on ground is nothing for ICC.but MS badge is under scanner woww.. If meaning of bias was something it should be ICC,0
"@GeorgeTakei Wow. But, it's ok to imprison children and commit treason to extend your own presidency.#idiottrump",1
Patrick Reed doin Patrick Reed things #SpoiledBrat #Wasteful #Douchebag #DavesTakes https://t.co/15EkTJGjjR,1
#resist #womensrights #rapist #WestPoint cadet's rape conviction reversal outrages victim advocates - West Point cadet's rape conviction reversal outrages victim advocates    https://t.co/BkXDkBQY0j,1
Shame on @Uppolice …..There should be an honour killing organized to cut throats of these mental @Uppolice officers &amp; #MafiaCM &amp; #Murderer @myogiadityanath  ……..may Human Urine fall on yogi's mouth &amp; on upPolice b4 GauMutra….❗️❗️‼️,0
"@CillizzaCNN I met Jackie O, and that Slovenian hooker ( @FLOTUS ) is no Jackie O.    @WhiteHouse @realDonaldTrump #MAGA #TrumpIsATraitor #TrumpRussia https://t.co/TwYkfXcyDG",0
#ShameOnICC #INDvsNZ #CWC19  New logo of world cup 👇👇👇 https://t.co/tXY4bUEWBH,1
What is stopping Modi Govt To Impose president Rule In West Bengal #doctorsfightback @MamataOfficial #MamataBanarjee @AmitShah,1
Situation in #WestBengal serious. But still scope for a laugh. @Outlookindia cartoon.#DoctorsProtest #DoctorsFightBack @MamataOfficial https://t.co/ukd7hhuPmx,1
"Considering how quickly #Trump attitude escalated from unacceptable to ultra alarming, #ImpeachTrump approach seems outdated    Outside of the box thinking is required    #FUCKTRUMP = #IndictTrump &amp; get him out of WH    #TrumpLies  #TrumpCult    #Resisters  #ResistersForum  #ResistersUnite https://t.co/4uLt3JKR5W",1
@Securitee1 @TheStaukBox @DidnTrump @lou_bruette @Bubbaflaco @Qhappiness17 @booda_cat @BustTheGop @wotrwokr @drewand1212 @skeeduu @WVLiberalVoter @juliefpc @HindleyDan @JandFinthecity @Vickie627 @RoseWoo15096108 @JeffHarperArt @SagArcher @ColePratt88 @Trumpbane1969 @kellyannegoebb @v1llageldiot @UnimpressedTX @ThatsMyDog8 @catcatdean @misscalliecat @perrisgirl1 @bushie200 @TomiLsForehead @joesch1996 @NikkythaBee @ChiefLizWarren @NowComesPain @oh_marple @shrekthepunk @jukieisme @thinksolon @MrFly187 @WalkedAwa @susan_artiga @MAGAQ17Nuggets @GTexian @DjtZulu @Vanns40 @thebigjman57 @jaded4evr_smh @Kevin84500028 @DogsBCool @cbowling4512 The fact that you don’t know who they are speaks volumes about you.     #Douchebag,1
#JusticeForGudiya    Not a single Muslim below condemned rapists.    @amnesty   @aamir_khan   @Javedakhtarjadu   @AzmiShabana   @Shehla_Rashid   @Soni_Razdan   @MaheshNBhatt  @aliaa08  @MehboobaMufti  @OmarAbdullah  @asadowaisi  @FarOutAkhtar  @ReallySwara  @ArvindKejriwal  #rapist    #khanmarket https://t.co/qaRx4rmDza,1
@nytimes Too late. The first answer is always the real answer. #TrumpIsATraitor #ImpeachDonaldTrumpNOW,1
Marlon Craft - Gang Shit (Official Music Video) https://t.co/jh7QJds6n0 via @YouTube @GOP #FuckTrump #CopsAreTheGang,1
Seriously? You live in a different reality than the rest of America. #ImpeachTrumpNow #nokidsincages #NoWarWithIran #TrumpisaLiar #TrumpIsATraitor https://t.co/LqT90KGpOX,1
"Feel free brother; in #India we're used 2 see the stray #dogs run after #Cars simply barking &amp; doing nothing. Moreover, the moment #car stops, these #dogs will run-away keeping their tail under their - you know what! #INDvNZ #INDvPAK #INDvsPAK #BCCI #dhonikeepstheglove #Pakistan https://t.co/KF1oWhYPYU",1
@_yogirlt Only to be informed of his complete and utter bullshit ...can’t stand the douche bag.  But you’re my fave person I follow hahahaha so I will gladly unfollow #fucktrump,0
#MamataLosingControl  #IstandwithNRS  #DoctorsFightBack  #Savethedoctors  #doctors_against_assualt    Goa Medical College protests. https://t.co/JqdNGIUHFQ,0
@BillCosby You forgot #rapist,1
Coming from a guy he grew up in 70’s and loving the NFL @TheRealOJ32  - just GO AWAY !! You should be behind bars #shameful #guilty #MURDERER https://t.co/Kiw6C0MoOR,0
@realDonaldTrump I might be more inclined to listen to your opinion if you could actually point out London on a map. #illiteratefuck #TrumpIsATraitor,0
@mmfelts @SteveScalise You love trump too . So there’s that. #TrumpIsATraitor,1
@ICC @cricketworldcup 13 year preparations for this ?#washoutworldcup #ShameOnICC https://t.co/hOBijZtv7m,1
"They are not human n they have no right to live in our society, u know wht, it boils d single drop of blood whn u hear rape of 2 year, 3 year , 5 year , 8 year old kids ...😔😣  #KathuaRapeVerdict   #twincle  #rapist  #justice  #hangRapist  😣😐😔",0
This is a ploy to get us into another senseless war. The trump administration is making up fake evidence and framing Iran. That’s why Kushner was talking to Saudi Arabia so much. #BoltonIsBehindIt #TrumpIsATraitor #ImpeachDonaldTrumpNOW #TrumpCrimeSyndicate https://t.co/qRzyVNX4Jv,1
@realDonaldTrump How about IMPEACHMENT and Birthday in jail. More fitting. Make America Happy Again.! #FUCKTRUMP #IMPEACHTRUMP #PUTINSBITCH https://t.co/NBYTXcGLHp,0
@prakas_pr @AGNEEPATHVIJAY @ICC @englandcricket @ECB_cricket No words  #ShameOnICC,1
@realDonaldTrump @USArmy HAPPY BIRTHDAY TO AUSCHWITZ!    1940 – Seven hundred twenty-eight Polish political prisoners from Tarnów become the first inmates of the Auschwitz concentration camp.    #FuckTrump,1
Nayasa Superplast Gallent Plastic Cutlery Stand @ Rs.99    https://t.co/XTNGJ5rqKg    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,1
"#DoctorsFightBack If at all @MamataOfficial wants to raise Outsiders issue, 'Outsiders' In  West Bengal  are illegal Bangladeshis &amp; Rohingyas who are fraudulently given citizenship credentials &amp; these people needs to be kicked out &amp; not Doctors.",0
"@IainDale If so (and I don't agree) it's only because the bloody media is conducting his campaign for him, instead of being responsible, analytical and challenging. #BorisJohnsonShouldNotBePM",0
@TimesNow @iSamiakapoor Bloody hypocrites. @INCIndia though decimated will not stop fingering. I want 2 see what name will @RahulGandhi take at his oath taking. @drswamy did he respond to the courts on his british citizenship? #PragyaOathRow #congresskaANYAY #CongressMuktBharat @htTweets @AmitShahOffice,0
"Police brutality is what brought @PunjabGovtIndia under @Akali_Dal_ and @BJP4India down and wiped it out from Punjab.  Those who didn't learn, repeated same in Delhi. 😂  Agle election mein karaara jawaab milega. #FuckBJP #FuckDelhiPolice #FuckNDA",0
Humble request to our @narendramodi @PMOIndia @drharshvardhan @rashtrapatibhvn to take the action against wrong doing of @MamataOfficial #DoctorsFightBack #DoctorsProtest #doctors_against_assualt @MamataOfficial you should resign. @TheQuint @Arnaboffice @republic @OfficeofAG,1
Once Upon a Time #Bangal was know by the name of  land of     ' RABINDRANATH TAGORE '     But now #Bangal has become a LAND of A Dictator &amp; psycho #MamtaBanerjee     she's Destroying the Culture &amp; Heritage of #WestBangal     #KolkataViolence  #DoctorsFightBack   #doctors_against_assualt https://t.co/Y3ShpXTBDX,0
Which is more important?  #IndiaWithDhoni   #DhoniKeepsTheGlove https://t.co/Iib4R9P0qn,1
"Stand by the doctors , with the doctors.   They need support and world needs to interfere .  #UNO #DoctorsProtest #DoctorsFightBack",1
@realDonaldTrump Your own people keep information from you because THEY ALL KNOW you are an IDIOT!!!! #STUPIDISTPOTUSEVER #DumbTrump #IdiotTrump #LiarTrump  #StupidTrump #DuhTrump #RetardTrump #GoToHellTrump,0
"This is first time, instead of coming to help, an elected Govt is threatening Drs.  Getting killed by mob shouldn't be occupational Hazard for Drs. #SaveBengal  #Savethedoctors #DoctorsFightBack #DoctorsProtest Workplace #safety is a must for all occupations.",1
"@realDonaldTrump “I was such an amazing quarterback in high school, that I can tell you. Watch these 50 year old videos...” 🙄    Dolt45 loves to prove over and over again what a PATHETIC LOSER he is. Can you please for one day show just a little bit of class?    #Douchebag",0
"Well it's trending and I didn't want to miss out, shame on you Icc for worst venue. #INDvNZ #BCCI #ShameOnICC #ICCCricketWorldCup2019 #CWC19 #ENGvWI @ECB_cricket",0
".@AfridaRahmanAli: Thousands of spectators who have flocked to England from various parts of the globe have been severe disappointment. At this rate, is it even a fair game anymore? #ICCWorldCup #ShameOnICC https://t.co/kDP6mYi9LR",1
"Respected MEDICAL COUNCIL OF INDIA Please Add Life Saving Self Defence Techniques Like Kung Fu , Karates, Boxing Etc Also To The MBBS Curriculum Now On Cause While Saving The Patient The Doctor Needs To Save Themselves Too 🤕 🥋 🥼 😬     #SaveTheSaviour #DoctorsFightBack 🤐",0
A white coat has no color   Dont divide doctors into political party #StopViolenceAgainstDoctors   #DoctorsFightBack https://t.co/EU3xYjufDb,0
@BorisJohnson Too busy (scared) to join the debate tonight Boris? Or did your handlers simply forbid it??? #c4debate    #whereisboris #BackBoris #BorisJohnsonShouldNotBePM https://t.co/Bhn1onrxbo,0
Team #USMNT will have a good soccer team when all the Mexican Americans join there team #fucktrump,1
1. ICC on Dhoni's gloves                    Vs  2.ICC planning the World Cup     #ShameOnICC https://t.co/3f3qhwsWrD,0
"https://t.co/K7VpXJJ1xW    #Trump is an example - success can't be measured by money but the level of complexity of the journey    He had everything to become a better person    Instead, @ 73, he knows nothing except to commit a crime    #TrumpIsATraitor #ResistersForum #FBResistance",1
"Homophobia and transphobia are CRIMES in 43 countries. Yet here in America, under the Trump administration, it’s seemingly encouraged. We need CHANGE. VOTE BLUE FOR 2020. #FuckTrump",1
"Just asking 'If Mamata Banerjee herself falls ill,  who would treat her? '    #MamataBanerjee #MamataLosingControl #MamataFrustrated #DoctorsProtest #DoctorsStrike #DoctorsFightBack #WestBengal",1
Racists? Yes. Shocked? No. Yes it leaves me cold but under the Trump regime nothing shocks or surprises me anymore. I truly with my entire being wish it did.   #TrumpIsNotAboveTheLaw #TrumpIsATraitor #CBPRacistAgents 🤬 https://t.co/vLWryl84xx,0
#MSDhoni an honorary Lt Col  He's belongs to 106 Infantry Battalion TA Para.  He's completed his 1st para jump from 15k feet  By wearing the #BalidaanBadge over his gloves #MSDhoni has shown his love &amp; respect for the forces.!!    This is about our #NationalPride  #DhoniKeepsTheGlove https://t.co/2qgkoXoHLU,1
Have a great day!    #fucktrump,1
Because dictators love stupid populations- right #TrumpTrain?     #TrumpIsATraitor     https://t.co/nIwU0NJsVM,0
@herman_maureen @funder @1CraftyWitch @PenceConscience @adamcbest @flyaway_k @agavecorn @7brdgesroad @Steelerschic85 @Cruellaisdevine @HoarseWisperer @DeadBunnyFrank @mmpadellan @Amy_Siskind @saltycomment Thank you Mo #FuckTrump #ImpeachmentHearingsNow 💗☮️🇺🇸🌊✊enough is enough https://t.co/Ioqa1aDKf8,1
@joshscampbell He is the only person I’ve ever blocked. #Murderer 🖕OJ  🤓,0
"73 years ago today the worst president the USA has ever had was born. So in celebration, today and going forward. We no longer take 'dump'. Its now 'I need to take a Trump' 💩💩💩  #fucktrump",0
"Trump: “I am the biggest Mobbed-up, traitorous fucking piece of shit in American history. Fuck America. Fuck all of you.” #fucktrump #impeachtrump #ImpeachTrumpNow https://t.co/0SCzDaR1mq",0
Where have white nationalists gone since their Facebook ban? Facebook #Resist #ResistTrump #FuckTrump https://t.co/FIJQIUsb5j,1
New #CWC19 design #shameonicc @ECB_cricket @BCCI https://t.co/ZLPwMyhh8j,1
"@TrueFactsStated Says he's sick of having sodomy shoved down his throat, 😅😅😅  That's not how sodomy works man.   Freudian slip I'm guessing.   #Atheists #Alabama #fucktrump",0
"@realDonaldTrump Happy Birthday 🎉🎊🎂 from your nemesis John McCain 😁🤥🤣  today, your age = your IQ 🤪🤣🤥😂🤣  #ImpeachTrump   #JohnMcCainDayJune14   #TrumpIsATraitor   #ImpeachTrump   #JohnMcCainDayJune14   #TrumpIsATraitor   #ImpeachTrump   #JohnMcCainDayJune14   #TrumpIsATraitor https://t.co/ginSRehlBj",1
This is who Republicans are.  Not one of there *abortion bills demand that the man pay child support or at least 50% medical bills. Why? Bc it's not abt pro life it's about control over women.     Georgia GOP give #Rapist daddy rights. #HappyFathersDay   https://t.co/7bwgA5yLtQ,1
Sunday is getting more hotter now !  All the best champ @imVkohli  Few hours to go 🤩 #INDvAUS  #DhoniKeepsTheGlove,1
King Joffrey: 47%  Donald Trump: 41%    #FuckTrump   #Trump41,0
Bill Cosby?    You people forget the REAL story!    #Trump #Rapist #MAGA? https://t.co/Yxd3LGolJx,1
We are with you @msdhoni #DhoniKeepTheGloves #DhoniKeepsTheGlove #DhoniKeSaathDesh   #DhoniVsICC,1
"I have more respect &amp; like the US mil more than Trump for which I’ll be a Statist for a minute to wish the 4 branches a Happy Birthday. As an #Ancap-yes, that saying a lot. #fucktrump #tlot #anarchy https://t.co/oPmCH1Wcni",1
Plz support our savior... Request from AIIMS DELHI ....#DoctorsFightBack https://t.co/45Mh7xzISL,1
#SAMIIBRAHIM #PakvsInd #FawadChaudhry #HinduSamarajyaDiwas #DoctorsFightBack #BoycottBankAlFalah Hahaha When You Type Bhikhari in Google Search It is Popping Up Imran Khan Pics 😂😂😂😂😂😂 https://t.co/WRrAWvqwsW,1
@realDonaldTrump @MarshaBlackburn Really only one response to Trump at this point.   TRAITOR  #TraitorTrump  #TrumpsWorseThanNixon   #TrumpFarWorseThanBillClinton  #TrumpSellsAmericaToHighestForeignBidder  #TrumpIsATraitor,0
#womensrights #humanrights #fucktrump  'U.S. court rules against #Trump administration in immigrant teen abortion case' - https://t.co/1JXH2TLgtE,1
@cnnbrk This is a US led behind the scenes so they can create a war with Iran. Following up on Bush’s war with Iraq for no reason. #fucktrump,1
@OregonGovBrown @HouseSpecialPDX Probably the worst governor of all time.  You had a man murdered for trying to protect his constitutional rights. #lavoyfinicum #murderer,0
"The way things are going, @stormzy ‘s line ‘F*ck the government and F*ck Boris’ is more relevant than ever! 😩🤣 #BorisJohnsonShouldNotBePM",0
"@hardball   It is the duty of the President to preserve, protect and defend the #Constitution of the U.S. #TrumpIsATraitor and yet morons in the Mid West (Ohio &amp;Iowa) continue to support #TraitorTrump. These states deserve to Rust. #2020Election https://t.co/pQqlQha22O",0
Anyone who share or listen to leaks of #MadameX Please unfollow and block me cuz I don’t never ever wanna see the face of a Rapist #Rapist,0
"A PM is the king of the nation. In olden days if any person equivalent to an MP would have uttered the same abuse thrown at Modi today in king's durbar , his head would have rolled down on the ground. The word uttered is to that proportion. Pack and leave India.\n#GandiNaaliAbuse",0
Today the only bigger question in cricket fan's mind than who will win #INDvsAUS match is which GLOVES will @msdhoni use? #DhoniKeepsTheGlove #MSD #ICCWC2019 #CricketWorldCup2019 @BCCI @ICC,1
#INDvAUS  #Indian #ICCWorldCup2019 #WorldCup2019 #IndiaWithDhoni #DhoniKeepsTheGlove #indiancricketheroes #AUSvIND #Australia #auspol   Who will win today's match ?  1  INDIANS SHOW YOUR POWER🇮🇳   2 AUSTRALIANS SHOW YOUR POWER 🇦🇺     You both have 8 hrs to show your team power.,1
@realDonaldTrump You are causing Market volatility.  The market will be falling before the 2020 election thanks to you. You have set American back!  Wish Obama was still President. #ImpeachTrumpNow #TrumpIsATraitor #Resist #TrumpResignNow https://t.co/I4tv7TUEkC,1
Oh that CombOver 🤣🤣🤣🤣🤣🤣🤣🤣    #EpicFail #IdiotTrump #CombOverTrump https://t.co/m4fdg0hJiK,0
So OJ Simpson joins Twitter. Instead of blocking his followers he kills them then?! #Killer #Murderer #SaturdayThoughts,0
Who's next on the hit list? #SarahSandersResigns   #TrumpCrimeSyndicate #TrumpAdministration   #TrumpIsATraitor #CorruptGOP #TrumpMustResign https://t.co/qotxtcfs6O,1
"@SethAbramson “In real life, every congressman colludes with foreign powers all the time. So whatever I did is ok. Coz real life.” #FUCKTRUMP",1
@ShashiTharoor Problem with people like you is they make  generalized Statment.   You should be strongly condemning @MamataOfficial #govt for poor handling #DoctorsProtest in #Bengal to protect goons belonging to a tribe.   Have some sense of right &amp; wrong at individual level.   #DoctorsFightBack,1
Japanese internment camp all over again but with latinos kids!  This shit is going way too far now!!  Family separation has been upgraded!!! #FuckTrump #Bernie2020 #BernieSanders https://t.co/0BcRJVno0e,1
Why we need a #CongressMuktBharat https://t.co/4IPLhW5Q0w,1
"We got the approval from the doctor, so our Wembley concert with Jungkookie is a go! He announced, making everyone, even Jimin, gasp. \n\nHe was allowed to go?! Taehyung exclaimed, jumping up and down.\n\nMhm. Yoongi nods. He\'s coming with us.\n\nFUCK YES. Namjoon yelled",0
"Ok so the conclusion is: rules should be the same for all teams, we have seen Pakistani players do namaz on the field and English players having some nationalistic logo on their jersey.   #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh",1
#DoctorsFightBack  Single-handedly one megalomaniac &amp; personified egoistic monster passionately destroys one entire state; nation along with govt watch like mute spectators? India is positively light years away from democracy.,0
By wearing the #BalidaanBadge over his gloves @msdhoni has shown his love &amp; respect for the forces.     @icc should understand that this is not related to any political/religious/racial activities    This is about our #NationalPride    #DhoniKeepsTheGlove,1
"@realDonaldTrump enough is enough. Stop taking in asylum seakers in southern border. Repel them. Do not release them or detain them. Put some damn troops with guns down there and tell them nobody passes. Also, why the hell haven't you sent an atty from the DOJ to supreme court.. ",0
"Thats right out of the David James Expert Opinion book that, God I hope your a gambler.   When it turns out you know shag all about cricket I think we can confidently say you don't know what you're on about regarding other subjects as well. #Dickhead https://t.co/7rE65Wa6QB",1
".@FOXFOOTY “just let people sit there and watch the footy”??? Yeah, so we’ll ignore the behaviour the drove Goodesy out of the game just to make you feel more comfortable? #douchebag",1
@MollyJongFast And of course they placed Hillary at the top of the list.  #TrumpIsATraitor   #TrumpsWorseThanNixon,0
#GandiNaaliAbuse  these stinking A$$h[ display their frustration as modiji makes his way towards 2024.. people of India are watching,0
#DhoniKeepTheGlove dear icc you may not know but that logo is not political nor religious it is a logo of a army regiment so ms dhoni did nothing wrong #DhoniKeepsTheGlove  icc please research on it,1
@RepChrisStewart ——    @RepChrisStewart hitched himself to the #TrumpTrain of lies today.      Chris will get an education as he’s dragged through the mud.     Sad!    #VoteBlueNoMatterWho   #TrumpIsATraitor     ——-,0
Everyone should be scared that #TraitorTrump doesn't know the difference between right and wrong. #TrumpIsATraitor #TrumpTreason #TrumpTraitor https://t.co/fkNkTjasPZ,1
Hump Day High Noon Retweet Party. 🥳🥳🥳     For @Ironhorse76 come on #resisters let’s show her some love 💙💙    #fucktrump  #DumpTrump2020   #Unite2020   #VoteBlueNoMatterWho     It's simple     Just follow all who :    Like :    Retweets :    Comment : https://t.co/GD4KbWL3hP,1
#DhoniKeepsTheGlove Dhoni just love India and for the pride of our beloved Nation Dhoni should keep wearing the glove with the balidan logo....,1
"Ya to barish hoti ya, match non exciting , one side hota hai... this world cup is so boring this year. #ShameOnICC",1
"NO SHIT, SHERLOCK! #FuckfaceVonClownstick wants impeachment. . .it’s more attention and he can play “poor me.”  #FuckTrump https://t.co/WIlxE9WQf7",0
Mamta is pissed off at the doctor because someone told her their handwriting is more ligible than her artworks! @MamataOfficial @AITCofficial  #DoctorsUnderOppression  #DoctorsFightBack   #MamataLosingControl #SaveBengal #Savethedoctors,0
Oh dear god. Boris?. He cannot even employ a decent hair dresser.  He will be in charge of appointing people to key positions like defence.  I have a blow up dingy at the ready.  The last person he spoke up for as foreign minister got additional time. #BorisJohnsonShouldNotBePM,1
#GandiNaaliAbuse It is an insult to the constitution N democracy  of the nation.,1
"@MamataOfficial #mamtalosingcontrol #MamataBanerjee   #DoctorsFightBack    Despite of her all heroics in the past..sadly mamta di will be remembered as an arrogant,ignorant,desperate and miss mayhem for all time to come. :(",0
"@YRDeshmukh It takes 11 years to become a surgeon and a lifetime to become a good one. Please respect us and what we do. Do not hit doctors, burn hospitals, you have the right to express but there are better ways to do it!  #DoctorsFightBack .",1
We are very unfortunate to have this man as our PM. @MaryamNSharif @AWGoraya @ammarjan   #PuppetPM  #tabdeelikisuicide   #ImranHataoMulkBachao https://t.co/53SPlMyLrw,1
"#GandiNaaliAbuse @republic Shout, shout,  SHOUT!  What's the use? Can't make head nor tail of the so-called 'debate'. Waris is a twit. But Arnab joining in his screaming match? When the 'Republic' has to shout,  it's a sure sign of anarchy round the bend. Get ready folks.",0
@khushi2318 #Pakistan even wore a black band opposing #Israel and @ICC was completely fine with it 🤬🤬🤬    #DhoniKeepsTheGlove #BoycottWorldCup #BoycottICC,1
Is @BorisJohnson having a FUCKING LAUGH? His plans to cut taxes from the rich are to come out of a proposed raise to employee national insurance? Why the FUCK do I have to pay more so that people richer than me can have even more money  they dont fucking need? #tory pic.twitter.com/PVr1enzDWI,0
"Trump's departed press people sound like a terrible morning zoo show 'You're back with Sarah, Spicy and THE MOOCH! Caller #5 with the phrase that pays wins 2 tickets to 3 DOORS DOWN!'  #SarahHuckabeeSanders #seanspicer #themooch #fucktrump",1
"#DoctorsFightBack | 'We have no political colour. This is just us - doctors,' say protesting doctors at NRS Hospital in Kolkata refuting West Bengal CM Mamata Banerjee, even as doctors from across India stand with them https://t.co/LGCyJUEBn5 https://t.co/7XbNRfE7Ff",1
These are internment camps. Call them for what they are #fucktrump https://t.co/NgUM01wtTn,1
If you make caricature of CM you will be arrested    If you chant Jai Shree Ram you willl be put in jail    If you stage protest for your rights you will be attacked    But still in .@MamataOfficial ‘s Bengal   DEMOCRACY is not in Danger &amp; Khan Market Gang is Silent    #DoctorsFightBack,0
I'll drink to that #fucktrump 🥂 https://t.co/LWR8eWbafH,1
"#C4News We're not aware of how many children he has, Jacob #BorisJohnsonShouldNotBePM",1
@realDonaldTrump No. One. Believes. You.     #TrumpLiesEveryTimeHeSpeaks   #TrumpIsATraitor,0
@qq_american @CNN @realDonaldTrump WTF does this even mean? You’re losing this back and forth.  #fatnixon #liar #philanderer #douchebag #nonchristian #bully #shitstainonamerica #youlikeassholes,1
"When you’re more interested about stopping leaks then doing something to improve, you’re the same as Nixon!  #TrumpIsATraitor #TrumpMustGo    Trump campaign fires multiple pollsters after unflattering numbers leak  https://t.co/rnUgWuf4HH",1
By wearing the #BalidaanBadge over his gloves @msdhoni has shown his love &amp; respect for the forces.     @icc should understand that this is not related to any political/religious/racial activities    This is about our #NationalPride    #DhoniKeepsTheGlove,1
@The_OJSimpson32 The only shit I hear is what comes out of your mouth #murderer,0
@realDonaldTrump Why are you worried about the numbers?  You have your friend Putin standing by to help you steal another election.  #TrumpIsATraitor,1
"2)    Oh, roasting in torture camps along border are mothers with kids. CHAIN LINK DOG RUNS. No shade,no blankets, no food.     Stephen Miller &amp; Trumputin and Nazi ghosts are gleeful re: concentration camps.     They deserve 2b sent to the Hague.   Only path to redeem USA.   #FuckTrump",0
A small note to all sensible people around..👇🏻  Understand them.. Help them.. Save them.. Save Humanity..  #Savethedoctors #DoctorsFightBack #SaveBengal https://t.co/BH0btTJ2Xt,1
